ticket_id,ticket_text,category,priority,created_at,resolution_time_hours,resolved_at,cleaned_text
TKT-2200,not urgent - all printrs offline on floor 50 after network maintenance last night,Network,Low,2024-03-06 19:34:00,13.0,2024-03-07 08:34:00.000000000,urgent printr offlin floor num network mainten last night
TKT-1579,"escalating this - my laptop - account disabled by mistake, cannot login to anything, tried restarting but no luck",Access/Login,High,2024-04-06 11:11:00,1.65,2024-04-06 12:50:00.000000000,escal laptop account disabl mistak cannot login anyth tri restart luck
TKT-2567,Teams license expired popup appearing every few minutes,Software,High,2024-01-10 16:51:00,19.51,2024-01-11 12:21:36.000000000,team licens expir popup appear everi minut
TKT-1463,"internet is completely down in reception area, 50 users affected please help, any help appreciated",Network,Medium,2024-01-23 14:10:00,8.53,2024-01-23 22:41:48.000000000,internet complet recept area num user affect pleas help help appreci
TKT-3330,"our entire team - annot access old archived emails, search returns nothing",Email,Low,2024-01-27 18:22:00,21.62,2024-01-28 15:59:12.000000000,entir team annot access old archiv email search return noth
TKT-3227,"everyone in the HR department - new employee starting monday, need Zoho and emaiil access ready, kindly resolve this",Access/Login,Medium,2024-03-08 13:26:00,5.55,2024-03-08 18:59:00.000000000,everyon hr depart new employe start monday need zoho emaiil access readi kindli resolv
TKT-1024,outlook keeps crashing when i open attachments from around 9 am today,Software,Low,2024-02-24 14:46:00,69.09,2024-02-27 11:51:24.000000000,outlook keep crash open attach around num today
TKT-2342,"need SRV-DB01 whitelisted on firewall, currently blocked",Network,Low,2024-01-14 00:52:00,16.68,2024-01-14 17:32:48.000000000,need srv db01 whitelist firewal current block
TKT-1479,shard calendar for sales team not visible to new members,Email,Medium,2024-02-20 08:19:00,13.69,2024-02-20 22:00:24.000000000,shard calendar sale team visibl new member
TKT-0545,"no rush but service account password expired, Chrome stopped working",Access/Login,Low,2024-01-20 11:34:00,10.84,2024-01-20 22:24:24.000000000,rush servic account password expir chrome stop work
TKT-3938,"network swiitch in conference room A rebooted istelf, connectivity lost for 50 users",Network,Medium,2024-03-05 14:50:00,14.48,2024-03-06 05:18:48.000000000,network swiitch confer room reboot istelf connect lost num user
TKT-3031,"the new joiner - need access to Zoho for legal team, approved by manager",Access/Login,Medium,2024-03-18 17:16:00,7.69,2024-03-19 00:57:24.000000000,new joiner need access zoho legal team approv manag
TKT-3060,"please help immediately, me and two colleagues - outlook not receiving any new emails after the weekend",Email,Critical,2024-01-31 09:51:00,3.53,2024-01-31 13:22:48.000000000,pleas help immedi two colleagu outlook receiv new email weekend
TKT-3220,"task scheduler job failing with 0xc000021a on DC01, please look into it",Software,Low,2024-02-06 07:41:00,80.62,2024-02-09 16:18:12.000000000,task schedul job fail 0xc000021a dc01 pleas look
TKT-3157,"cannot install lack as it sasy another version already installed, this is blocking my work",Software,Medium,2024-01-14 06:28:00,104.82,2024-01-18 15:17:12.000000000,cannot instal lack sasi anoth version alreadi instal block work
TKT-2285,need shared drive \\FSRV-02\HR access for marketing project,Access/Login,Low,2024-01-25 15:41:00,14.42,2024-01-26 06:06:12.000000000,need share drive fsrv num hr access market project
TKT-0889,low priority - appliccation cannot connect to PROD_DB from SRV-DB01 after the weekend,Database,Low,2024-01-22 11:52:00,26.47,2024-01-23 14:20:12.000000000,low prioriti applicc cannot connect prod db srv db01 weekend
TKT-0572,"our entire team - service accoount password expired, Chrome stopped working",Access/Login,Medium,2024-03-23 22:14:00,7.79,2024-03-24 06:01:24.000000000,entir team servic accoount password expir chrome stop work
TKT-3511,"spaebar and enter key sticking on my keyboard, kindly resolve this",Hardware,Low,2024-04-02 14:31:00,44.16,2024-04-04 10:40:36.000000000,spaebar enter key stick keyboard kindli resolv
TKT-3904,bulk email to audit bounced for 2 recipients,Email,Medium,2024-02-24 12:57:00,14.59,2024-02-25 03:32:24.000000000,bulk email audit bounc num recipi
TKT-0352,"production is down - everyone in the finance department - inbox rules stopped working, emails landing in wrong folders",Email,High,2024-01-22 21:08:00,11.22,2024-01-23 08:21:12.000000000,product everyon financ depart inbox rule stop work email land wrong folder
TKT-3927,vpn credentials being rejected even after password reset,Access/Login,Medium,2024-02-25 08:57:00,10.97,2024-02-25 19:55:12.000000000,vpn credenti reject even password reset
TKT-3337,"cannot work at all, headphone jack on laptop broken, needed for client calls, already raised tis verbally",Hardware,High,2024-02-23 17:58:00,10.87,2024-02-24 04:50:12.000000000,cannot work headphon jack laptop broken need client call alreadi rais ti verbal
TKT-3913,"my laptop - need to reset mfa, lost access to authenticator pp after phone change, this is blocking my work",Access/Login,Medium,2024-03-25 15:31:00,6.61,2024-03-25 22:07:36.000000000,laptop need reset mfa lost access authent pp phone chang block work
TKT-2843,"transaction log on HRR_DB is full, causing wwrite failures",Database,Low,2024-02-15 17:35:00,90.82,2024-02-19 12:24:12.000000000,transact log hrr db full caus wwrite failur
TKT-0507,"i - vpn not cnonecting after the windows patch, error ERR_CONNECTION_RESET keeps showing",Network,Low,2024-02-05 08:49:00,47.4,2024-02-07 08:13:00.000000000,vpn cnonect window patch error err connect reset keep show
TKT-0504,"me and two colleagues - teams stuck on grey loading screen, cannot join standup",Software,High,2024-02-21 11:31:00,9.87,2024-02-21 21:23:12.000000000,two colleagu team stuck grey load screen cannot join standup
TKT-0625,"paper jam in the sshared printer in reception area, cleared it but keeps happening, this is blocking my work",Hardware,Medium,2024-04-04 11:46:00,28.98,2024-04-05 16:44:48.000000000,paper jam sshare printer recept area clear keep happen block work
TKT-3520,"network switch in reception area rebooted itself, connectivity lost for 5 users, any help appreciated",Network,Low,2024-03-16 16:49:00,23.41,2024-03-17 16:13:36.000000000,network switch recept area reboot connect lost num user help appreci
TKT-0881,"laptop battery drains in 100 hours even when plugged in, thanks in advance",Hardware,Low,2024-02-13 08:42:00,39.4,2024-02-15 00:06:00.000000000,laptop batteri drain num hour even plug thank advanc
TKT-0589,"webcam not detected in teams and zoom on my laptop, please escalate if needed",Hardware,Medium,2024-01-24 08:38:00,26.37,2024-01-25 11:00:12.000000000,webcam detect team zoom laptop pleas escal need
TKT-0727,sso login to Jira failing with error 401,Access/Login,Low,2024-01-29 16:39:00,13.44,2024-01-30 06:05:24.000000000,sso login jira fail error num
TKT-1339,"escalating this - need bulk access provisioning for 80 new joiners in ops team, already raised this verbally",Access/Login,High,2024-03-26 11:40:00,11.83,2024-03-26 23:29:48.000000000,escal need bulk access provis num new joiner op team alreadi rais verbal
TKT-0627,"audio driver missing after windows update, no sound",Software,Low,2024-03-19 01:29:00,45.8,2024-03-20 23:17:00.000000000,audio driver miss window updat sound
TKT-3668,"at your convenience, load balancer marking FSRV-002 as down, half the application is broken",Network,Low,2024-01-18 20:19:00,11.59,2024-01-19 07:54:24.000000000,conveni load balanc mark fsrv num half applic broken
TKT-1042,"please help immediately, antivirus quarantined Tally xe, need it whitelisted, urgent please",Software,High,2024-03-07 11:37:00,26.57,2024-03-08 14:11:11.999999999,pleas help immedi antiviru quarantin talli xe need whitelist urgent pleas
TKT-3720,"i and my manager - service account password expired, Excel stopped working",Access/Login,Medium,2024-02-19 13:34:00,8.95,2024-02-19 22:31:00.000000000,manag servic account password expir excel stop work
TKT-3719,"the new joiner - shared mailbox access for audit not working after mailbox migration, thanks in advance",Access/Login,Medium,2024-04-01 08:26:00,9.6,2024-04-01 18:02:00.000000000,new joiner share mailbox access audit work mailbox migrat thank advanc
TKT-3578,"the new joiner - hdmi monitor shows no signal after slleep mode, please escalate if needed",Hardware,Critical,2024-01-30 11:00:00,6.46,2024-01-30 17:27:36.000000000,new joiner hdmi monitor show signal slleep mode pleas escal need
TKT-0951,"calculator and snipping toool missing after windows 11 upgrade, tried restarting but no luck",Software,Low,2024-02-24 13:49:00,27.1,2024-02-25 16:55:00.000000000,calcul snip toool miss window num upgrad tri restart luck
TKT-2035,dns not resolving SRV-01 from office laptops,Network,Medium,2024-01-16 09:58:00,12.56,2024-01-16 22:31:36.000000000,dn resolv srv num offic laptop
TKT-0158,scannner in wing B not detected after driver update,Hardware,Medium,2024-03-06 12:34:00,35.56,2024-03-08 00:07:36.000000000,scannner wing detect driver updat
TKT-3477,getting spoofed spam from what looks like internal addresses,Email,Medium,2024-03-21 19:34:00,6.8,2024-03-22 02:22:00.000000000,get spoof spam look like intern address
TKT-2975,"office phone handset not working, no dial tone",Hardware,Medium,2024-02-21 15:04:00,25.17,2024-02-22 16:14:12.000000000,offic phone handset work dial tone
TKT-1794,"database certificate expiring in 10 days, renewal needed",Database,Medium,2024-03-09 20:09:00,42.56,2024-03-11 14:42:36.000000000,databas certif expir num day renew need
TKT-2286,"production is down - everyone in the ops department - software upgrade broke integration with SAP, urgent, please look into it",Software,Critical,2024-01-15 20:49:00,10.41,2024-01-16 07:13:36.000000000,product everyon op depart softwar upgrad broke integr sap urgent pleas look
TKT-3161,email signature disappeared after recent outlook update,Email,Medium,2024-04-04 21:19:00,15.67,2024-04-05 12:59:12.000000000,email signatur disappear recent outlook updat
TKT-2812,"mobile phone not syncing emails and calendar with outlook, kindly resolve this",Email,High,2024-03-26 06:30:00,6.91,2024-03-26 13:24:36.000000000,mobil phone sync email calendar outlook kindli resolv
TKT-0300,"urgent - load balancer marking APPSRV-03 as down, half te application is broken",Network,High,2024-03-05 09:12:00,6.84,2024-03-05 16:02:24.000000000,urgent load balanc mark appsrv num half te applic broken
TKT-2461,"database link between SRV-DB01 and REPORTING_DB broken after network change, any help appreciated",Database,Medium,2024-03-26 05:52:00,29.0,2024-03-27 10:52:00.000000000,databas link srv db01 report db broken network chang help appreci
TKT-3541,"escalating this - email recall feature not working, message already read",Email,High,2024-03-27 04:25:00,8.59,2024-03-27 13:00:24.000000000,escal email recal featur work messag alreadi read
TKT-1169,sso login to ERP failing with error 503,Access/Login,Low,2024-03-21 01:12:00,10.18,2024-03-21 11:22:48.000000000,sso login erp fail error num
TKT-2094,"whenever you get a chance, several users on my floor - network share \\SRV-01\Reports is inaccessible suddenly today",Network,Low,2024-01-26 17:07:00,24.98,2024-01-27 18:05:48.000000000,whenev get chanc sever user floor network share srv num report inaccess suddenli today
TKT-3666,"cannot work at all, me and two colleagues - need shared drive \\FSRV-02\Reports access for legal project, thanks in advance",Access/Login,High,2024-02-13 17:47:00,2.12,2024-02-13 19:54:12.000000000,cannot work two colleagu need share drive fsrv num report access legal project thank advanc
TKT-1105,"at your convenience, new joiner Rohan needs laptop setup and Zoho access today, urgent please",Access/Login,Low,2024-01-20 02:02:00,7.74,2024-01-20 09:46:24.000000000,conveni new joiner rohan need laptop setup zoho access today urgent pleas
TKT-0756,"account disabled by mistake, cannot login to anything, thanks in advance",Access/Login,Low,2024-01-28 12:20:00,18.9,2024-01-29 07:14:00.000000000,account disabl mistak cannot login anyth thank advanc
TKT-3283,"word document not saving, losing work repeatedly",Software,Medium,2024-01-31 22:50:00,28.81,2024-02-02 03:38:36.000000000,word document save lose work repeatedli
TKT-0961,email signature disappeared after recent outlook update,Email,Low,2024-02-25 08:53:00,45.82,2024-02-27 06:42:12.000000000,email signatur disappear recent outlook updat
TKT-2171,"not urgent - i and my manager - outlook desktop and web showing different inbox contents, please escalate if needed",Email,Low,2024-02-13 16:01:00,17.08,2024-02-14 09:05:48.000000000,urgent manag outlook desktop web show differ inbox content pleas escal need
TKT-3823,wifi password was reset and now 50 users in wing west cannot connect,Network,Low,2024-02-25 11:54:00,17.55,2024-02-26 05:27:00.000000000,wifi password reset num user wing west cannot connect
TKT-0606,"need shared drive \\SRV-01\HR access for audit project, urgent please",Access/Login,Medium,2024-03-18 10:33:00,9.93,2024-03-18 20:28:48.000000000,need share drive srv num hr access audit project urgent pleas
